name,date,country,genre,rating,rating_count,kind,link,subscription,audio,subtitles,description
Маменькин сынок,2015,Франция,комедия,5.9,6062,film,https://www.kinopoisk.ru/film/858668/,По подписке Плюс,0,0,0
Цвет из иных миров,2019,"США, Малайзия","ужасы, фантастика",5.9,26910,film,https://www.kinopoisk.ru/film/1233447/,По подписке Плюс,0,0,0
Этот неловкий момент,2014,США,"мелодрама, комедия",5.9,39966,film,https://www.kinopoisk.ru/film/577529/,По подписке Плюс,0,0,0
Гемини,2019,"США, Китай","боевик, фантастика",5.9,86735,film,https://www.kinopoisk.ru/film/462851/,По подписке Плюс,0,0,0
Любовь со взломом,2018,США,"драма, комедия",5.9,3513,film,https://www.kinopoisk.ru/film/1025246/,По подписке Плюс,0,0,0
Тревожная молодость,1954,СССР,драма,5.9,343,film,https://www.kinopoisk.ru/film/42293/,По подписке Плюс,0,0,0
Закрытая школа,2011–2012,Россия,"триллер, драма",5.9,79130,serial,https://www.kinopoisk.ru/film/566575/,По подписке Плюс,0,0,0
Притворись моим мужем,2012,США,"мелодрама, комедия",5.9,5958,film,https://www.kinopoisk.ru/film/450557/,По подписке Плюс,0,0,0
Железное небо,2012,"Финляндия, Германия","фантастика, боевик",5.9,30350,film,https://www.kinopoisk.ru/film/412012/,По подписке Плюс,0,0,0
Мег: Монстр глубины,2018,"США, Китай","ужасы, фантастика",5.9,157594,film,https://www.kinopoisk.ru/film/918627/,online,0,0,0
Ловушка для привидения,2015,"Германия, Австрия","фэнтези, комедия",5.9,5022,film,https://www.kinopoisk.ru/film/843958/,По подписке Плюс,0,0,0
Девушка средних лет,2014,Россия,мелодрама,5.9,496,film,https://www.kinopoisk.ru/film/842184/,По подписке Плюс,0,0,0
Настоящие боссы,2020,США,комедия,5.9,12801,film,https://www.kinopoisk.ru/film/1099676/,По подписке Плюс,0,0,0
Все дети Бога могут танцевать,2008,США,драма,5.9,207,film,https://www.kinopoisk.ru/film/261471/,По подписке Плюс,0,0,0
Годзилла 2: Король монстров,2019,"США, Япония","фантастика, фэнтези",5.9,84250,film,https://www.kinopoisk.ru/film/840045/,online,0,0,0
День рождения Алисы,2009,Россия,"мультфильм, фантастика",5.9,3564,film,https://www.kinopoisk.ru/film/427856/,По подписке Плюс,0,0,0
Напротив по коридору,2009,США,"ужасы, триллер",5.9,1549,film,https://www.kinopoisk.ru/film/404015/,По подписке Плюс,0,0,0
Бабушкин зонтик,1969,СССР,"мультфильм, детский",5.9,191,film,https://www.kinopoisk.ru/film/452892/,По подписке Плюс,0,0,0
Джон из Цинциннати,2007–2007,США,"фэнтези, драма",5.9,116,serial,https://www.kinopoisk.ru/film/373072/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Безвыходная ситуация,2012,США,"драма, комедия",5.9,1303,film,https://www.kinopoisk.ru/film/584808/,По подписке Плюс,0,0,0
Ганмен,2015,"США, Испания","боевик, триллер",5.9,11216,film,https://www.kinopoisk.ru/film/717310/,По подписке Плюс,0,0,0
Дикая грация,2007,"Франция, Испания",драма,5.9,6241,film,https://www.kinopoisk.ru/film/61213/,По подписке Плюс,0,0,0
Куриный забег,2020,Норвегия,"мультфильм, мюзикл",5.9,3375,film,https://www.kinopoisk.ru/film/1230200/,По подписке Плюс,0,0,0
Темные дороги,2018,США,"триллер, драма",5.9,2621,film,https://www.kinopoisk.ru/film/581481/,По подписке Плюс,0,0,0
Стойкая броня,2019,"Великобритания, Ирландия","драма, криминал",5.9,472,film,https://www.kinopoisk.ru/film/1171918/,По подписке Плюс,0,0,0
Дело в тебе,2013,США,"мелодрама, комедия",5.9,5409,film,https://www.kinopoisk.ru/film/577261/,По подписке Плюс,0,0,0
По собственному желанию,1986,СССР,"мультфильм, детский",5.9,193,film,https://www.kinopoisk.ru/film/838357/,По подписке Плюс,0,0,0
Поворот не туда: Наследие,2020,"США, Германия",ужасы,5.9,46934,film,https://www.kinopoisk.ru/film/1200179/,По подписке Плюс,0,0,0
Истории из Интернета,2017–2017,США,"триллер, комедия",5.9,1924,serial,https://www.kinopoisk.ru/film/1303883/,По подписке Плюс,0,0,0
Очень плохие мамочки 2,2017,"США, Китай","комедия, приключения",5.9,35419,film,https://www.kinopoisk.ru/film/1008582/,По подписке Плюс,0,0,0
Агнозия,2010,Испания,"триллер, драма",5.9,588,film,https://www.kinopoisk.ru/film/478084/,online,0,0,0
Земля монстров,2020–2020,США,"ужасы, фэнтези",5.9,1672,serial,https://www.kinopoisk.ru/film/1273277/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Колдунья,2005,США,"фэнтези, мелодрама",5.9,20335,film,https://www.kinopoisk.ru/film/79562/,По подписке Плюс,0,0,0
Руководство по сексу на втором свидании,2019,Великобритания,"мелодрама, комедия",5.9,3492,film,https://www.kinopoisk.ru/film/1074272/,По подписке Плюс,0,0,0
Затерянный мир,2009,США,"фантастика, боевик",5.9,30464,film,https://www.kinopoisk.ru/film/180960/,По подписке Плюс,0,0,0
Четверо с одного двора,1967,СССР,"мультфильм, детский",5.9,304,film,https://www.kinopoisk.ru/film/500329/,По подписке Плюс,0,0,0
Вечность,2016,"Франция, Бельгия",драма,5.9,3628,film,https://www.kinopoisk.ru/film/843361/,По подписке Плюс,0,0,0
Сорок третий номер,2010,Россия,детектив,5.9,353,film,https://www.kinopoisk.ru/film/469737/,По подписке Плюс,0,0,0
Боже мой!,2019,Франция,"драма, криминал",5.9,1134,film,https://www.kinopoisk.ru/film/1188621/,По подписке Плюс,0,0,0
За пределами Вселенной,2017,Великобритания,"фантастика, драма",5.9,9750,film,https://www.kinopoisk.ru/film/978979/,По подписке Плюс,0,0,0
Охотники за сокровищами,2009,Тайвань,"фантастика, фэнтези",5.9,344,film,https://www.kinopoisk.ru/film/463518/,По подписке Плюс,0,0,0
Фагот,2018,Россия,комедия,5.9,1929,film,https://www.kinopoisk.ru/film/1109267/,По подписке Плюс,0,0,0
Дэниел ненастоящий,2019,США,"триллер, фэнтези",5.9,2335,film,https://www.kinopoisk.ru/film/1178797/,По подписке Плюс,0,0,0
Люди Икс: Тёмный Феникс,2019,"США, Канада","фантастика, боевик",5.9,131982,film,https://www.kinopoisk.ru/film/1012431/,По подписке Плюс,0,0,0
Пять тысяч,2016,США,"боевик, триллер",5.9,441,film,https://www.kinopoisk.ru/film/942443/,По подписке Плюс,0,0,0
Бесценная любовь,2013,Россия,мелодрама,5.9,395,film,https://www.kinopoisk.ru/film/738442/,По подписке Плюс,0,0,0
Слоненок-турист,1992,Россия,"мультфильм, детский",5.9,310,film,https://www.kinopoisk.ru/film/615780/,По подписке Плюс,0,0,0
Некуда бежать,2015,Канада,"триллер, драма",5.9,1052,film,https://www.kinopoisk.ru/film/841977/,online,0,0,0
Небезопасно для работы,2014,США,триллер,5.9,1922,film,https://www.kinopoisk.ru/film/666763/,online,0,0,0
Приключения кузнечика Кузи (История вторая),1991,СССР,"мультфильм, короткометражка",5.9,339,film,https://www.kinopoisk.ru/film/257197/,По подписке Плюс,0,0,0
Арвентур,2015,Россия,"мультфильм, фэнтези",5.9,267,film,https://www.kinopoisk.ru/film/743035/,По подписке Плюс,0,0,0
Королевы ринга,2013,Франция,"комедия, спорт",5.9,734,film,https://www.kinopoisk.ru/film/696671/,По подписке Плюс,0,0,0
Когда звонит незнакомец,2006,США,"ужасы, триллер",5.9,9481,film,https://www.kinopoisk.ru/film/106229/,По подписке Плюс,0,0,0
Афера по-итальянски,2019,Италия,"драма, криминал",5.9,830,film,https://www.kinopoisk.ru/film/1200767/,По подписке Плюс,0,0,0
Декамерон,2015,"Италия, Франция","драма, комедия",5.9,2824,film,https://www.kinopoisk.ru/film/850377/,По подписке Плюс,0,0,0
Небоскреб смерти,2011,Великобритания,триллер,5.9,3521,film,https://www.kinopoisk.ru/film/603067/,По подписке Плюс,0,0,0
Элька,2007,Россия,мультфильм,5.9,2371,film,https://www.kinopoisk.ru/film/275098/,По подписке Плюс,0,0,0
Нерожденный,2009,США,"ужасы, триллер",5.9,34270,film,https://www.kinopoisk.ru/film/407312/,online,0,0,0
Остин Пауэрс: Голдмембер,2002,США,"комедия, фантастика",5.9,28827,film,https://www.kinopoisk.ru/film/598/,online,0,0,0
Где же медвежонок?,1979,СССР,"мультфильм, детский",5.9,170,film,https://www.kinopoisk.ru/film/585008/,По подписке Плюс,0,0,0
Жу-жу-жу,1966,СССР,"мультфильм, короткометражка",5.9,443,film,https://www.kinopoisk.ru/film/257992/,По подписке Плюс,0,0,0
Клинок и душа,2014–2014,Япония,"аниме, мультфильм",5.9,699,serial,https://www.kinopoisk.ru/film/829716/,По подписке Плюс,0,0,0
Медальон,2012,США,"боевик, триллер",5.9,24490,film,https://www.kinopoisk.ru/film/546203/,По подписке Плюс,0,0,0
Мы и я,2012,"США, Великобритания",драма,5.9,271,film,https://www.kinopoisk.ru/film/506216/,По подписке Плюс,0,0,0
Doom,2005,"США, Великобритания","ужасы, фантастика",5.9,66477,film,https://www.kinopoisk.ru/film/84140/,По подписке Плюс,0,0,0
Отель «Артемида»,2018,"США, Великобритания","фантастика, боевик",5.9,17617,film,https://www.kinopoisk.ru/film/1023331/,По подписке Плюс,0,0,0
Мама Люба,2014,Россия,мелодрама,5.9,174,film,https://www.kinopoisk.ru/film/905022/,По подписке Плюс,0,0,0
Пропавшая,2020,США,триллер,5.9,6243,film,https://www.kinopoisk.ru/film/1109034/,online,0,0,0
В тихом омуте,2016,Франция,"фэнтези, комедия",5.9,3540,film,https://www.kinopoisk.ru/film/915351/,По подписке Плюс,0,0,0
Монстр-траки,2016,"Канада, США","фантастика, боевик",5.9,27226,film,https://www.kinopoisk.ru/film/784331/,online,0,0,0
Питер-Москва,2014,Россия,комедия,5.9,1021,film,https://www.kinopoisk.ru/film/840329/,По подписке Плюс,0,0,0
Легендарное ограбление,2019,США,"триллер, криминал",5.9,2406,film,https://www.kinopoisk.ru/film/1062419/,По подписке Плюс,0,0,0
Последняя электричка,2015,Россия,мелодрама,5.9,382,film,https://www.kinopoisk.ru/film/780309/,По подписке Плюс,0,0,0
Предчувствие любви,2013,Испания,драма,5.9,665,film,https://www.kinopoisk.ru/film/678923/,По подписке Плюс,0,0,0
Встреча выпускников 1.0,2018,Германия,"драма, комедия",5.9,918,film,https://www.kinopoisk.ru/film/1063617/,online,0,0,0
Рождённый стать королём,2019,"Великобритания, США","фэнтези, боевик",5.9,12684,film,https://www.kinopoisk.ru/film/1044981/,По подписке Плюс,0,0,0
Опасный Бангкок,2010,Таиланд,боевик,5.9,478,film,https://www.kinopoisk.ru/film/580657/,По подписке Плюс,0,0,0
Жила-была одна баба,2011,Россия,"драма, история",5.9,11167,film,https://www.kinopoisk.ru/film/460255/,По подписке Плюс,0,0,0
Застывшие во времени,2011,США,драма,5.9,652,film,https://www.kinopoisk.ru/film/577230/,По подписке Плюс,0,0,0
Экспат,2011,"Канада, Бельгия","боевик, триллер",5.9,10557,film,https://www.kinopoisk.ru/film/524631/,По подписке Плюс,0,0,0
Локдаун,2021,"Великобритания, США","мелодрама, комедия",5.9,1747,film,https://www.kinopoisk.ru/film/1406397/,По подписке Плюс Мульти с Амедиатекой,0,0,0
"Ну, здравствуй, Оксана Соколова!",2018,Россия,комедия,5.9,33186,film,https://www.kinopoisk.ru/film/1045715/,По подписке Плюс,0,0,0
Любовь и прочий зоопарк,2017,"Франция, Бельгия","мелодрама, комедия",5.9,1059,film,https://www.kinopoisk.ru/film/978961/,По подписке Плюс,0,0,0
"Сумка, полная сердец",1964,СССР,драма,5.9,109,film,https://www.kinopoisk.ru/film/472292/,По подписке Плюс,0,0,0
Преступная деятельность,2015,США,"триллер, драма",5.9,3641,film,https://www.kinopoisk.ru/film/840688/,По подписке Плюс,0,0,0
Монстры,2010,"Великобритания, Мексика","фантастика, триллер",5.9,31227,film,https://www.kinopoisk.ru/film/516472/,По подписке Плюс,0,0,0
Ты умеешь хранить секреты?,2019,США,"мелодрама, комедия",5.9,19037,film,https://www.kinopoisk.ru/film/1178301/,По подписке Плюс,0,0,0
Синий тигр,2012,Чехия,"фэнтези, приключения",5.9,685,film,https://www.kinopoisk.ru/film/669187/,online,0,0,0
"Гуляй, Вася! Свидание на Бали",2021,Россия,комедия,5.9,48402,film,https://www.kinopoisk.ru/film/1189865/,По подписке Плюс,0,0,0
Дедушка нелегкого поведения,2020,"США, Великобритания","комедия, семейный",5.9,36078,film,https://www.kinopoisk.ru/film/998054/,online,0,0,0
Таинственный сад,2020,"Великобритания, Франция","фэнтези, приключения",5.9,4115,film,https://www.kinopoisk.ru/film/737900/,online,0,0,0
Лунный флаг,2015,"Испания, США","мультфильм, фантастика",5.9,918,film,https://www.kinopoisk.ru/film/850270/,online,0,0,0
Двойная жизнь,2013,Украина,мелодрама,5.9,800,film,https://www.kinopoisk.ru/film/721665/,По подписке Плюс,0,0,0
Клод в помощь,2012,Франция,комедия,5.9,394,film,https://www.kinopoisk.ru/film/717466/,По подписке Плюс,0,0,0
Большое алиби,2008,Франция,"драма, криминал",5.9,1959,film,https://www.kinopoisk.ru/film/281137/,По подписке Плюс,0,0,0
Допинг для ангелов,1990,СССР,"драма, криминал",5.9,230,film,https://www.kinopoisk.ru/film/44279/,По подписке Плюс,0,0,0
Иди к папочке,2019,"Ирландия, Канада","триллер, комедия",5.9,15642,film,https://www.kinopoisk.ru/film/1181982/,По подписке Плюс,0,0,0
Сторожка,2019,"Великобритания, Канада","триллер, драма",5.9,11450,film,https://www.kinopoisk.ru/film/1119124/,online,0,0,0
Кольцо времени,2019,Канада,"фантастика, триллер",5.9,2220,film,https://www.kinopoisk.ru/film/1018826/,По подписке Плюс,0,0,0
Зачинщики,2016,США,"комедия, криминал",5.9,30067,film,https://www.kinopoisk.ru/film/713089/,По подписке Плюс,0,0,0
"Кто наш папа, чувак?",2017,США,"драма, комедия",5.9,13020,film,https://www.kinopoisk.ru/film/609694/,online,0,0,0
Оборотни внутри,2020,США,"ужасы, комедия",5.9,11684,film,https://www.kinopoisk.ru/film/1347589/,По подписке Плюс,0,0,0
Интервью с убийцей,2012,Великобритания,"боевик, триллер",5.9,1354,film,https://www.kinopoisk.ru/film/626283/,По подписке Плюс,0,0,0
К чуду,2012,США,"драма, мелодрама",5.9,9700,film,https://www.kinopoisk.ru/film/496899/,По подписке Плюс,0,0,0
Танец с саблями,2018,Россия,"драма, история",5.8,873,film,https://www.kinopoisk.ru/film/958470/,По подписке Плюс,0,0,0
Шкатулка проклятия,2011,"США, Канада","ужасы, детектив",5.8,32247,film,https://www.kinopoisk.ru/film/88147/,online,0,0,0
Прямая трансляция,1989,СССР,драма,5.8,202,film,https://www.kinopoisk.ru/film/43336/,По подписке Плюс,0,0,0
Теория струн,2020,Россия,короткометражка,5.8,1154,film,https://www.kinopoisk.ru/film/1398903/,По подписке Плюс,0,0,0
Белое вино из Баббудойу,2015,Италия,комедия,5.8,335,film,https://www.kinopoisk.ru/film/973096/,По подписке Плюс,0,0,0
Девы Галилея,2013–2013,Япония,"аниме, мультфильм",5.8,274,serial,https://www.kinopoisk.ru/film/804557/,По подписке Плюс,0,0,0
Через Москву,2012,Россия,короткометражка,5.8,335,film,https://www.kinopoisk.ru/film/708718/,По подписке Плюс,0,0,0
11.6,2013,Франция,"драма, триллер",5.8,6155,film,https://www.kinopoisk.ru/film/731113/,По подписке Плюс,0,0,0
Фантомы,1998,"США, Япония","ужасы, фантастика",5.8,2842,film,https://www.kinopoisk.ru/film/10130/,online,0,0,0
Идеальная няня,2019,Франция,"драма, криминал",5.8,7965,film,https://www.kinopoisk.ru/film/1100723/,По подписке Плюс,0,0,0
Мальчишник в Европе,2018,"Франция, Бельгия",комедия,5.8,4688,film,https://www.kinopoisk.ru/film/1066418/,По подписке Плюс,0,0,0
Мячик и мальчик,1971,СССР,"мультфильм, детский",5.8,102,film,https://www.kinopoisk.ru/film/260058/,По подписке Плюс,0,0,0
Госпожа Бовари,2014,"Германия, Бельгия","драма, мелодрама",5.8,4386,film,https://www.kinopoisk.ru/film/675563/,По подписке Плюс,0,0,0
Спасатели Малибу,2017,"США, Великобритания","боевик, комедия",5.8,115152,film,https://www.kinopoisk.ru/film/468940/,По подписке Плюс,0,0,0
Мама не горюй 2,2005,Россия,"комедия, криминал",5.8,6346,film,https://www.kinopoisk.ru/film/84464/,По подписке Плюс,0,0,0
Убойный огонек,2015,Испания,"мелодрама, комедия",5.8,1732,film,https://www.kinopoisk.ru/film/889358/,По подписке Плюс,0,0,0
Пиксели,2015,"США, Китай","мультфильм, фантастика",5.8,109158,film,https://www.kinopoisk.ru/film/651628/,По подписке Плюс,0,0,0
Кремень,2007,Россия,"драма, криминал",5.8,10363,film,https://www.kinopoisk.ru/film/274321/,По подписке Плюс,0,0,0
Ширли,2020,США,"триллер, драма",5.8,5938,film,https://www.kinopoisk.ru/film/1146759/,По подписке Плюс,0,0,0
Моя кузина Рэйчел,2017,"Великобритания, США","триллер, драма",5.8,5047,film,https://www.kinopoisk.ru/film/934781/,online,0,0,0
Люди в черном: Интернэшнл,2019,"США, Китай","фантастика, боевик",5.8,134391,film,https://www.kinopoisk.ru/film/693730/,По подписке Плюс,0,0,0
Командир корабля,1954,СССР,драма,5.8,343,film,https://www.kinopoisk.ru/film/44868/,По подписке Плюс,0,0,0
Ворон 2: Город ангелов,1996,США,"фэнтези, боевик",5.8,5576,film,https://www.kinopoisk.ru/film/12333/,online,0,0,0
Токийский гуль 2,2019,Япония,"ужасы, фантастика",5.8,3148,film,https://www.kinopoisk.ru/film/1195672/,По подписке Плюс,0,0,0
Нежная рука закона,2018,Франция,"драма, мелодрама",5.8,1496,film,https://www.kinopoisk.ru/film/1098898/,По подписке Плюс,0,0,0
Призраки войны,2019,Великобритания,"ужасы, триллер",5.8,15296,film,https://www.kinopoisk.ru/film/1039883/,По подписке Плюс,0,0,0
Три богатыря: Ход конем,2014,Россия,"мультфильм, комедия",5.8,199266,film,https://www.kinopoisk.ru/film/809087/,По подписке Плюс,0,0,0
В фокусе,2015,"Канада, Бразилия","драма, комедия",5.8,665,film,https://www.kinopoisk.ru/film/844878/,По подписке Плюс,0,0,0
Элис,2019,"Великобритания, Австралия","драма, мелодрама",5.8,529,film,https://www.kinopoisk.ru/film/1201726/,По подписке Плюс,0,0,0
Про шмелей и королей,1984,СССР,"мультфильм, семейный",5.8,125,film,https://www.kinopoisk.ru/film/578907/,По подписке Плюс,0,0,0
Звезда сцены,2004,"Германия, США","мелодрама, комедия",5.8,6884,film,https://www.kinopoisk.ru/film/24197/,online,0,0,0
Лукас,2018,"Франция, Бельгия","боевик, триллер",5.8,5147,film,https://www.kinopoisk.ru/film/1111886/,По подписке Плюс,0,0,0
Диета по-итальянски,2018,Италия,комедия,5.8,804,film,https://www.kinopoisk.ru/film/1037329/,По подписке Плюс,0,0,0
Открытое море: Новые жертвы,2010,Австралия,"ужасы, триллер",5.8,17179,film,https://www.kinopoisk.ru/film/471909/,По подписке Плюс,0,0,0
2012: Цунами,2009,Корея Южная,"боевик, драма",5.8,5961,film,https://www.kinopoisk.ru/film/430855/,По подписке Плюс,0,0,0
Пароль знали двое,1985,СССР,боевик,5.8,167,film,https://www.kinopoisk.ru/film/162828/,По подписке Плюс,0,0,0
Посторонним вход разрешен,1987,"СССР, Чехословакия",семейный,5.8,216,film,https://www.kinopoisk.ru/film/43171/,По подписке Плюс,0,0,0
Букет,1966,СССР,"мультфильм, короткометражка",5.8,139,film,https://www.kinopoisk.ru/film/581780/,По подписке Плюс,0,0,0
Горец 4: Конец игры,2000,"Великобритания, США","фантастика, фэнтези",5.8,5494,film,https://www.kinopoisk.ru/film/22056/,online,0,0,0
Всех поймал,1989,СССР,"мультфильм, детский",5.8,205,film,https://www.kinopoisk.ru/film/679557/,По подписке Плюс,0,0,0
Девица,2018,США,"драма, комедия",5.8,4148,film,https://www.kinopoisk.ru/film/992653/,По подписке Плюс,0,0,0
Томми,2020–2020,США,драма,5.8,333,serial,https://www.kinopoisk.ru/film/1266447/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Хитмэн,2007,"Франция, США","боевик, триллер",5.8,78037,film,https://www.kinopoisk.ru/film/104901/,По подписке Плюс,0,0,0
Первая ведьма,2019,США,"ужасы, фэнтези",5.8,21725,film,https://www.kinopoisk.ru/film/1145122/,По подписке Плюс,0,0,0
Торжественный финал,2012,"Испания, США","триллер, драма",5.8,2646,film,https://www.kinopoisk.ru/film/616132/,По подписке Плюс,0,0,0
Плохой Санта 2,2016,США,"драма, комедия",5.8,19687,film,https://www.kinopoisk.ru/film/577229/,online,0,0,0
Урфин Джюс и его деревянные солдаты,2017,Россия,"мультфильм, приключения",5.8,14170,film,https://www.kinopoisk.ru/film/839111/,По подписке Плюс,0,0,0
Любой ценой,2012,США,"триллер, драма",5.8,2103,film,https://www.kinopoisk.ru/film/592341/,По подписке Плюс,0,0,0
Вишенка на новогоднем торте,2012,"Франция, Италия",комедия,5.8,1259,film,https://www.kinopoisk.ru/film/585912/,По подписке Плюс,0,0,0
Русские напевы,1972,СССР,"мультфильм, короткометражка",5.8,149,film,https://www.kinopoisk.ru/film/602509/,По подписке Плюс,0,0,0
Вагончик,1978,СССР,"мультфильм, детский",5.8,153,film,https://www.kinopoisk.ru/film/540768/,По подписке Плюс,0,0,0
Унесенные,2002,"Великобритания, Италия","мелодрама, комедия",5.8,14233,film,https://www.kinopoisk.ru/film/18974/,По подписке Плюс,0,0,0
Спецагент Корки Романо,2001,США,"комедия, криминал",5.8,753,film,https://www.kinopoisk.ru/film/1610/,online,0,0,0
Ирма,2019,Великобритания,"мультфильм, короткометражка",5.8,378,film,https://www.kinopoisk.ru/film/4402848/,По подписке Плюс,0,0,0
Не бойся темноты,2010,"США, Австралия","ужасы, фэнтези",5.8,20139,film,https://www.kinopoisk.ru/film/432417/,По подписке Плюс,0,0,0
Отрыв,2007,Россия,драма,5.8,912,film,https://www.kinopoisk.ru/film/281768/,По подписке Плюс,0,0,0
Тобол,2018,Россия,"история, драма",5.8,21983,film,https://www.kinopoisk.ru/film/1115736/,online,0,0,0
Практическая магия,2013,Россия,"комедия, короткометражка",5.8,188,film,https://www.kinopoisk.ru/film/805166/,По подписке Плюс,0,0,0
Философы: Урок выживания,2013,"США, Индонезия","драма, фэнтези",5.8,47390,film,https://www.kinopoisk.ru/film/591789/,По подписке Плюс,0,0,0
Никому не говори,2020,США,"триллер, драма",5.8,1260,film,https://www.kinopoisk.ru/film/1186112/,online,0,0,0
Селфи,2017,Россия,"триллер, драма",5.8,34405,film,https://www.kinopoisk.ru/film/897888/,По подписке Плюс,0,0,0
Сцепленные,2016,Россия,"короткометражка, комедия",5.8,332,film,https://www.kinopoisk.ru/film/988161/,По подписке Плюс,0,0,0
Овсянки,2010,Россия,"драма, мелодрама",5.8,10020,film,https://www.kinopoisk.ru/film/521527/,По подписке Плюс,0,0,0
Седьмой сын,2014,"США, Великобритания","фэнтези, приключения",5.8,72473,film,https://www.kinopoisk.ru/film/408396/,online,0,0,0
Амун,2016,Россия,драма,5.8,461,film,https://www.kinopoisk.ru/film/1044309/,По подписке Плюс,0,0,0
Гангстердам,2017,"Франция, Нидерланды","боевик, комедия",5.8,2445,film,https://www.kinopoisk.ru/film/998078/,По подписке Плюс,0,0,0
Мальчикам это нравится,2008,США,"мелодрама, комедия",5.8,30047,film,https://www.kinopoisk.ru/film/373119/,По подписке Плюс,0,0,0
Париж. Город Zомби,2017,Франция,"ужасы, триллер",5.8,10964,film,https://www.kinopoisk.ru/film/988157/,По подписке Плюс,0,0,0
Девушка по вызову,2012,"Швеция, Норвегия","триллер, драма",5.8,634,film,https://www.kinopoisk.ru/film/596672/,По подписке Плюс,0,0,0
Хранитель,2009,США,"боевик, триллер",5.8,5033,film,https://www.kinopoisk.ru/film/427208/,По подписке Плюс,0,0,0
И смех и грех,1978,СССР,"мультфильм, короткометражка",5.8,141,film,https://www.kinopoisk.ru/film/591969/,По подписке Плюс,0,0,0
Легенда о злом великане,1967,СССР,"мультфильм, короткометражка",5.8,194,film,https://www.kinopoisk.ru/film/453227/,По подписке Плюс,0,0,0
Уилсон,2017,США,"драма, комедия",5.8,2696,film,https://www.kinopoisk.ru/film/575507/,online,0,0,0
Теория убийств,2008,США,"ужасы, триллер",5.8,4485,film,https://www.kinopoisk.ru/film/271876/,По подписке Плюс,0,0,0
Измени или умри,2019,"Испания, Италия","ужасы, триллер",5.8,5513,film,https://www.kinopoisk.ru/film/1173686/,По подписке Плюс,0,0,0
Тайна печати дракона,2019,"Россия, Китай","приключения, фэнтези",5.8,67987,film,https://www.kinopoisk.ru/film/840758/,По подписке Плюс,0,0,0
Страховщик,2014,"Испания, Болгария","фантастика, боевик",5.8,31111,film,https://www.kinopoisk.ru/film/596231/,По подписке Плюс,0,0,0
Война Богов: Бессмертные,2011,"США, Канада","фэнтези, боевик",5.8,64457,film,https://www.kinopoisk.ru/film/418840/,По подписке Плюс,0,0,0
Золото джунглей,2017,Испания,"драма, приключения",5.8,3590,film,https://www.kinopoisk.ru/film/943611/,По подписке Плюс,0,0,0
Двойная игра,2016,"Дания, Канада","триллер, драма",5.8,1038,film,https://www.kinopoisk.ru/film/941518/,online,0,0,0
Шерлок Холмс,2013,Россия,"триллер, детектив",5.8,10317,film,https://www.kinopoisk.ru/film/417715/,По подписке Плюс,0,0,0
"Куда летишь, Витар?",1972,СССР,"мультфильм, короткометражка",5.8,208,film,https://www.kinopoisk.ru/film/493733/,По подписке Плюс,0,0,0
Ограбление века,2017,Великобритания,"боевик, триллер",5.8,4814,film,https://www.kinopoisk.ru/film/963830/,По подписке Плюс,0,0,0
Человек войны,2005–,"Россия, Беларусь",военный,5.8,759,serial,https://www.kinopoisk.ru/film/89681/,По подписке Плюс,0,0,0
Сережка Казановы,2016–,Россия,мелодрама,5.8,253,serial,https://www.kinopoisk.ru/film/968482/,По подписке Плюс,0,0,0
Эпидемия с Антоном Красовским: Всё о коронавирусе,2020,Россия,документальный,5.8,855,film,https://www.kinopoisk.ru/film/1366045/,По подписке Плюс,0,0,0
Холли остается ночевать,2020,США,комедия,5.8,3060,film,https://www.kinopoisk.ru/film/1088125/,online,0,0,0
Мейнстрим,2020,США,"драма, комедия",5.8,3182,film,https://www.kinopoisk.ru/film/1209573/,По подписке Плюс,0,0,0
Жизнь впереди,2017,Россия,комедия,5.8,17892,film,https://www.kinopoisk.ru/film/1006733/,По подписке Плюс,0,0,0
Дьявольский особняк,2003,"США, Великобритания","триллер, драма",5.8,4601,film,https://www.kinopoisk.ru/film/17175/,online,0,0,0
Бегство рогатых викингов,2018,Россия,"семейный, комедия",5.8,1852,film,https://www.kinopoisk.ru/film/542446/,По подписке Плюс,0,0,0
Ассистентка,2019,США,драма,5.8,2425,film,https://www.kinopoisk.ru/film/1192747/,По подписке Плюс,0,0,0
Безумные соседи,2017,"Франция, Бельгия",комедия,5.8,4416,film,https://www.kinopoisk.ru/film/989330/,По подписке Плюс,0,0,0
Гордость и предубеждение и зомби,2015,"США, Великобритания","ужасы, фэнтези",5.8,31721,film,https://www.kinopoisk.ru/film/491816/,По подписке Плюс,0,0,0
Три сестры,1994,"Германия, Россия",драма,5.8,326,film,https://www.kinopoisk.ru/film/40757/,По подписке Плюс,0,0,0
Ночной портье,2020,США,"триллер, драма",5.8,9959,film,https://www.kinopoisk.ru/film/1148374/,По подписке Плюс,0,0,0
Страна Лавкрафта,2020–2020,США,"фантастика, фэнтези",5.8,7086,serial,https://www.kinopoisk.ru/film/1045251/,По подписке Плюс Мульти с Амедиатекой,0,0,0
Книга Судного дня,2012,Корея Южная,"фантастика, драма",5.8,2163,film,https://www.kinopoisk.ru/film/666900/,По подписке Плюс,0,0,0
Пиноккио,2002,Италия,"фэнтези, комедия",5.8,817,film,https://www.kinopoisk.ru/film/6657/,online,0,0,0
